销售价格,卧室数,浴室数,房屋面积,停车面积,楼层数,房屋评分,建筑面积,地下室面积,2014-建筑年份,建筑年份
369946,3,2.5,2420,4725,2,8,2420,0,0,2014
502000,2,1,1570,4704,1.5,8,1570,0,83,1931
729000,3,2.5,2480,7428,2,9,2480,0,24,1990
354000,3,1.75,1260,12330,1,7,1260,0,46,1968
265000,4,1.75,1860,9112,1,7,1110,750,51,1963
595000,2,1.5,870,4800,1,7,870,0,90,1924
211000,3,2,1060,7412,1,7,1060,0,27,1987
275000,3,1.75,1840,14005,1,8,1840,0,31,1983
725000,3,1.75,1630,9000,1,7,960,670,59,1955
659000,2,1.75,1180,904,2,10,780,400,0,2014
525000,4,2.75,2300,26650,1,8,2300,0,64,1950
258000,5,2,2260,12500,1,8,1130,1130,54,1960
255000,2,1,740,5000,1,6,740,0,88,1926
300000,4,1,1730,177657,1.5,5,1730,0,66,1948
2205000,3,2.5,3430,10177,2,10,3430,0,0,2014
606000,3,1,1500,3920,1,7,1000,500,67,1947
559000,3,1.75,1700,6500,1,8,1700,0,47,1967
835000,4,3,4480,42717,2,9,4480,0,27,1987
320000,2,1,950,5316,1,7,950,0,66,1948
150000,2,1,720,4120,1,5,720,0,99,1915
258000,3,1.75,1040,5650,1,6,1040,0,63,1951
460000,4,1.75,1720,3050,1.5,7,1040,680,85,1929
635000,6,2.5,3880,5700,2,7,3880,0,11,2003
375000,4,2.25,2020,12500,2,8,2020,0,48,1966
680000,5,2,2140,5000,1.5,7,2020,120,101,1913
467500,4,2.5,3160,7210,1,7,1880,1280,45,1969
599000,2,1,1550,7713,1,7,1550,0,84,1930
287000,3,2.25,1370,6000,2,7,1370,0,22,1992
515000,4,2.5,2890,7306,2,7,2890,0,8,2006
255000,2,1,960,28717,1,6,960,0,30,1984
378500,4,1.75,1700,8640,1,7,850,850,59,1955
350000,3,2.5,1380,1590,2,9,1160,220,2,2012
392800,2,1,740,4275,1,6,740,0,90,1924
579500,3,1.75,1250,4120,1,7,980,270,89,1925
399950,3,2.5,1230,922,2,8,1080,150,5,2009
195000,2,1,1190,27007,1,5,1190,0,104,1910
580000,3,2.5,2150,7484,2,8,2150,0,26,1988
1150000,5,3.5,4350,6218,2,10,3520,830,7,2007
395000,1,1,900,6380,1,6,900,0,67,1947
515000,4,2.5,3200,6473,2,7,3200,0,9,2005
752500,5,2.75,2720,4680,1.5,8,1710,1010,101,1913
335000,3,1,990,6315,1,7,990,0,44,1970
312000,3,2.25,1490,974,2,7,1220,270,5,2009
294000,2,1,850,5250,1,7,850,0,64,1950
1955000,3,1.75,3330,12566,1,8,1940,1390,54,1960
247500,2,1,700,6046,1,6,700,0,64,1950
507000,4,1.75,1770,9375,1,7,1170,600,46,1968
357500,5,3,3270,9146,2,7,3270,0,12,2002
375000,4,3,2420,9566,2,7,2420,0,11,2003
225000,3,1,1010,15701,1,7,1010,0,65,1949
190000,1,0.75,780,77603,1,5,780,0,69,1945
525000,4,1.5,1430,6380,1.5,7,1130,300,69,1945
565000,4,1.5,2190,8296,2,7,2190,0,79,1935
115000,1,2,1150,9812,1,7,1150,0,52,1962
530100,3,1,1540,3399,1.5,7,1200,340,88,1926
515000,3,2.5,2430,4203,2,8,2430,0,13,2001
712198,4,2.5,2450,4247,2,8,2450,0,1,2013
572000,4,2.75,2700,7992,2,9,2700,0,2,2012
1230000,3,1.75,2200,14630,1.5,8,2200,0,66,1948
236000,3,1.75,1090,7647,1,7,1090,0,20,1994
775000,4,1.75,2090,5050,1,7,1090,1000,98,1916
818900,3,1,1080,4120,1,7,980,100,95,1919
397500,3,2,2130,8225,1,8,2130,0,27,1987
583500,3,1.75,1720,7800,1,7,1170,550,36,1978
550000,4,1.75,2030,5688,2,9,1730,300,75,1939
805000,5,3,2350,6480,2,7,1650,700,90,1924
239950,2,1.5,1068,1452,2,7,1068,0,24,1990
235000,2,1,870,5000,1,6,870,0,65,1949
465000,3,2.5,2150,4084,2,8,2150,0,7,2007
580000,3,1.75,1460,2800,2,7,1460,0,86,1928
1000000,3,1.75,2610,6360,2,8,2130,480,90,1924
190500,3,1.5,1110,1150,2,8,940,170,7,2007
2575000,5,3,4780,20440,1,10,3660,1120,39,1975
828000,4,2.5,2120,10841,1,8,1500,620,35,1979
370000,3,2.25,1650,4859,2,7,1650,0,26,1988
1580000,3,3.25,3690,7200,2,11,3690,0,7,2007
269950,3,1.75,1760,12823,1,7,1460,300,58,1956
410000,3,2.25,1450,19206,2,7,1450,0,25,1989
375000,4,2.5,2800,5000,2,9,2800,0,8,2006
170000,1,1,480,4560,1,5,480,0,92,1922
319950,2,1,920,8341,1,7,920,0,75,1939
300000,3,2.25,2070,7225,1,8,1690,380,35,1979
612995,5,3.5,3240,6919,2,8,2760,480,0,2014
435000,3,2,2040,6880,2,7,2040,0,60,1954
255000,5,3.75,2800,9900,1,7,2800,0,50,1964
400000,3,2.25,1190,1149,2,8,1050,140,6,2008
430000,3,2.5,2030,7770,2,8,2030,0,11,2003
385000,3,3.5,1370,1540,2,8,1100,270,8,2006
270000,4,2.5,1810,6509,2,7,1810,0,20,1994
488500,3,2,1710,10959,1,7,1030,680,33,1981
398000,3,1.5,1310,2996,2,7,1310,0,16,1998
365000,3,1.75,1830,17349,1,8,1230,600,37,1977
535950,3,2.5,2370,5344,2,9,2370,0,11,2003
302282,2,1,1095,5120,1.5,7,1095,0,113,1901
333500,3,1.75,1220,9732,1,7,1220,0,49,1965
206135,3,1,1340,11070,1,7,1340,0,36,1978
250000,4,2.75,1910,7700,1,7,1000,910,34,1980
259500,3,2.25,1490,7589,2,7,1490,0,21,1993
650000,3,2,1340,2720,1.5,7,1340,0,101,1913
230000,3,1.75,1400,6956,1,7,1400,0,57,1957
736000,2,1,1500,4000,1,8,1100,400,81,1933
225000,3,1,1410,7700,1,7,980,430,52,1962
960000,3,2.5,2010,6857,1,9,1450,560,59,1955
620000,3,2.25,2010,7495,1,8,1570,440,35,1979
679950,5,2.75,3600,9437,2,9,3600,0,0,2014
332900,3,1.5,1190,11996,1,7,1190,0,45,1969
160797,3,1.5,1270,2356,2,7,1270,0,2,2012
545000,4,2.5,2820,25995,2,9,2820,0,16,1998
810000,5,3.25,3290,6422,2,9,3290,0,2,2012
435000,3,1,940,7590,1,6,940,0,55,1959
330000,4,2.5,1940,3784,2,8,1940,0,11,2003
353500,4,2.5,1770,9239,2,7,1770,0,10,2004
357950,2,1,810,3880,1,7,810,0,62,1952
935000,2,2.5,1780,2067,2,9,1780,0,40,1974
245000,3,1,1010,9678,1,7,1010,0,59,1955
318500,4,2,1780,7350,1,7,900,880,40,1974
125000,3,1,920,7314,1,6,920,0,54,1960
239000,4,1,1280,8316,1,6,1280,0,64,1950
870000,3,1.5,2420,5000,2,8,2200,220,89,1925
222500,3,1,990,10125,1,7,990,0,42,1972
425000,3,2.75,2600,10874,2,9,2600,0,20,1994
331000,3,1.75,1080,1306,1,7,580,500,60,1954
355000,2,1,1240,27042,1,6,1000,240,71,1943
261000,3,2.25,1584,2800,2,7,1584,0,2,2012
465750,3,2.5,2670,4534,2,9,2670,0,7,2007
209950,3,1.5,1180,7300,1,7,1180,0,46,1968
319900,3,1.5,1140,20383,1,7,840,300,29,1985
780000,3,2.25,2130,11782,1,8,1590,540,37,1977
822600,4,2.5,3010,9600,1,9,1510,1500,35,1979
890000,5,3.5,4490,6000,2,10,3200,1290,8,2006
675000,4,2.5,2810,11120,2,9,2810,0,32,1982
398000,3,1.75,1890,16001,1.5,7,1890,0,64,1950
713250,3,2,2050,9000,1,7,2050,0,63,1951
672000,3,2.25,1130,4445,1.5,8,1130,0,84,1930
264500,3,2.25,1370,7087,2,7,1370,0,21,1993
305000,4,1,2100,9288,1,7,1050,1050,46,1968
330000,3,1,1180,43124,1,6,1180,0,55,1959
323000,3,1,1590,7759,2,7,1590,0,102,1912
183000,3,1,870,5200,1,6,870,0,45,1969
490000,4,2.5,2242,37451,2,8,2242,0,19,1995
460000,4,3,2230,52983,2,8,2230,0,23,1991
661000,2,1.5,1750,46173,2,8,1750,0,50,1964
290000,1,1,550,5700,1,6,550,0,98,1916
840500,4,2.25,2290,12174,1,7,1490,800,66,1948
995000,3,2.5,2460,10300,1,10,2460,0,22,1992
730000,2,1.75,1728,95950,1,9,1728,0,2,2012
300000,4,2.5,2620,4469,2,7,2620,0,6,2008
292500,2,1,880,17743,1,5,880,0,63,1951
325000,3,1,1490,57381,1.5,5,1490,0,82,1932
1945000,4,4,4690,6900,2,11,3480,1210,13,2001
770000,3,1.75,1720,5000,1,9,1720,0,60,1954
372000,4,2.5,2070,8658,2,8,2070,0,15,1999
165000,3,2.5,1660,2415,2,7,1660,0,31,1983
1031000,3,2.5,4110,35741,2,7,4110,0,38,1976
289950,3,2.25,1740,9370,1,7,1390,350,22,1992
285000,3,2.5,1800,2516,2,7,1800,0,13,2001
269000,3,2.5,1560,4200,2,7,1560,0,11,2003
258750,4,2,2300,8400,1,6,1150,1150,52,1962
290000,4,2.25,1900,10950,1,7,1400,500,55,1959
397500,3,1,1480,5100,1.5,7,1480,0,76,1938
325000,3,1,1160,11799,1,7,1160,0,48,1966
385000,4,2.5,2030,11375,1,7,1330,700,45,1969
465000,2,1.5,1450,27075,1,7,1450,0,74,1940
399900,3,1,860,1664,1.5,7,860,0,87,1927
280000,3,1.75,1360,6603,1,7,1360,0,33,1981
299000,3,1.75,2010,8065,1,7,1090,920,30,1984
212625,2,1,960,5000,1,6,960,0,63,1951
600000,5,2,2190,9072,1,7,1110,1080,49,1965
280500,3,1.75,2440,10179,1,7,1220,1220,52,1962
709050,4,3.5,2720,9000,2,8,2670,50,17,1997
121800,2,1,940,8384,1,5,940,0,67,1947
825000,3,1.75,1930,8442,1,7,1930,0,61,1953
421000,3,2,1420,12655,1,7,1420,0,46,1968
580000,3,2.5,2040,4627,2,8,2040,0,22,1992
324800,2,1,1170,5043,1,6,880,290,65,1949
190000,2,1,670,3101,1,6,670,0,66,1948
424950,4,2.5,2480,8563,2,8,2480,0,22,1992
518000,4,1.75,1780,8768,1,7,1050,730,63,1951
329950,2,1,1140,5250,1.5,6,1140,0,65,1949
466000,2,1.5,1140,1058,3,7,1140,0,9,2005
599000,5,2.5,3470,12003,2,8,3470,0,36,1978
395000,4,2.5,2250,6840,2,9,2250,0,27,1987
600000,4,2.5,2710,35009,2,9,2710,0,22,1992
1197000,4,2.5,3940,4407,2,8,2620,1320,93,1921
375000,3,1.5,2000,7294,1,7,1520,480,49,1965
280000,4,2,1600,6861,1,7,1600,0,20,1994
285000,2,1,720,6400,1,6,720,0,71,1943
291000,3,1,1280,10500,1.5,5,1280,0,73,1941
240000,3,2.25,1460,5818,1,7,1140,320,28,1986
520000,2,1,950,3880,1,6,950,0,95,1919
440500,3,2.5,2460,4399,2,7,2460,0,7,2007
854000,4,2.75,3150,38865,1,10,2480,670,28,1986
246000,4,1.5,2120,7110,1.5,6,2120,0,95,1919
740000,4,2,2050,4400,1.5,9,2050,0,92,1922
239000,3,1.5,1330,6540,1,7,900,430,43,1971
503000,3,2,2590,108900,2,8,1980,610,26,1988
515000,3,2.75,3290,11441,2,10,3290,0,26,1988
675000,4,3.5,2140,2278,3,9,2140,0,9,2005
630000,5,1,3020,4800,2,7,3020,0,113,1901
3345000,5,3.75,5350,15360,1,11,3040,2310,6,2008
415000,3,1.75,2650,7500,1.5,7,1590,1060,52,1962
475000,4,3.5,3400,234352,2,8,2500,900,23,1991
518380,4,2.5,2810,4500,2,9,2810,0,0,2014
561000,3,2.25,1710,4140,2,8,1710,0,10,2004
475000,3,2.5,2370,3239,2,8,1950,420,8,2006
535000,3,2.5,1970,6634,2,8,1970,0,25,1989
439000,4,2.25,2240,8300,2,8,2240,0,36,1978
399500,3,1.75,2420,12676,2,7,2420,0,103,1911
410000,3,1.75,1760,3520,1,7,1160,600,48,1966
378500,2,1,730,7528,1,7,730,0,68,1946
92000,2,1,760,5500,1.5,5,760,0,67,1947
618000,3,2.75,3200,12682,2,9,3200,0,37,1977
357500,3,1,1000,4080,1,7,740,260,69,1945
332000,3,2.25,2270,8876,1,7,1380,890,37,1977
265000,3,2,1320,8959,1,7,1320,0,21,1993
277500,3,2.25,1820,19602,1,7,1820,0,50,1964
231000,3,1.75,1220,8817,1,7,1220,0,36,1978
396000,3,1.5,1300,8280,1,7,1300,0,58,1956
290000,2,1.5,1076,1060,3,7,1076,0,8,2006
379950,2,1,870,7500,1,7,870,0,67,1947
270000,3,2.5,1670,8364,1,7,1300,370,24,1990
283450,5,2.75,2770,6116,1,7,1490,1280,35,1979
216000,3,1.75,1310,8670,1,6,1310,0,30,1984
225000,3,1.75,1460,8372,1,7,1460,0,33,1981
361500,2,1,840,3860,1,6,840,0,105,1909
1980000,4,3.5,4500,44384,1,12,3340,1160,24,1990
395000,3,2.5,2510,5320,2,8,2510,0,9,2005
505000,3,1,1380,4000,1.5,7,1380,0,104,1910
440000,4,2.5,2410,7517,2,8,2410,0,31,1983
520000,3,2.25,1850,10855,1,8,1370,480,29,1985
337000,3,2,1690,9087,1,8,1690,0,17,1997
305000,3,1.75,1400,10350,1,7,1400,0,38,1976
239950,3,1,1900,33888,1.5,5,1900,0,72,1942
1149000,4,3.75,3180,9889,2,9,2500,680,2,2012
460000,3,1.75,1290,8580,1,7,1290,0,52,1962
445000,4,1.75,1250,7400,1,6,1250,0,55,1959
319950,2,1,1070,5824,1,7,1070,0,65,1949
441000,3,2.5,2740,7923,2,9,2740,0,16,1998
340000,4,2.25,2530,24700,2,7,2530,0,40,1974
269950,4,2.5,2060,13500,1,7,1260,800,46,1968
335000,2,2,1380,5840,1,7,1380,0,26,1988
407500,2,1,770,2971,1,7,770,0,91,1923
957000,5,3.25,3160,5000,2,10,2180,980,9,2005
410500,4,2.5,3362,8601,2,8,3362,0,10,2004
438000,3,2.5,1520,1304,2,8,1180,340,8,2006
745000,4,2.5,3400,4840,2,10,3190,210,8,2006
696000,6,3.25,2900,6400,2,8,2300,600,37,1977
765000,3,1,1220,7585,1,7,1220,0,60,1954
249950,3,1,1370,11658,1,6,1370,0,56,1958
317000,4,2.5,2160,8049,2,9,2160,0,26,1988
980000,4,2,2190,4560,2.5,8,2190,0,104,1910
718500,3,1.5,1200,6240,1,8,1030,170,62,1952
359950,3,2.5,1980,7800,2,8,1980,0,15,1999
1072500,3,2.25,2890,21480,2,8,1790,1100,73,1941
610000,3,2.5,2060,8893,2,8,2060,0,27,1987
629000,3,1.75,1460,12367,2,8,1120,340,44,1970
400000,3,2.75,2220,5000,2,7,2220,0,21,1993
1378000,5,3.5,5150,12230,2,10,3700,1450,7,2007
667000,3,1.75,1770,3880,1,8,1300,470,51,1963
225000,3,1,960,5512,1,6,960,0,51,1963
209000,3,1,1320,3954,1.5,6,1320,0,102,1912
670000,3,1,1600,16868,1,7,990,610,68,1946
1050000,3,2,2090,4077,1.5,8,1530,560,83,1931
455000,3,1.75,1420,1189,3,8,1420,0,8,2006
240000,3,2,1460,7526,1,7,1460,0,46,1968
602000,3,2.5,1640,3804,2,8,1640,0,16,1998
345500,4,2.5,2160,9682,2,8,2160,0,15,1999
472000,3,2.5,1180,1262,3,8,1180,0,4,2010
575000,4,2,1650,5000,1,7,1650,0,59,1955
808100,4,3.25,3020,13457,1,9,3020,0,58,1956
665000,3,3.5,3580,95832,1.5,9,3580,0,9,2005
1324050,3,3.25,3440,4080,2,9,2560,880,9,2005
725000,3,2.5,2090,9847,2,9,2090,0,31,1983
405000,2,1.75,1710,4234,2,7,1330,380,94,1920
850000,3,2.75,3180,3680,2,9,2190,990,96,1918
527500,4,2.25,2270,8480,1,8,1310,960,41,1973
360000,4,2,2680,18768,1,8,2680,0,49,1965
599950,5,3,2600,13674,1,8,1300,1300,47,1967
1100000,5,2.25,4320,7620,2,7,2880,1440,41,1973
276000,2,1,720,4000,1,6,720,0,96,1918
1272000,4,2.75,3200,13729,2,11,3200,0,30,1984
550000,3,2,3650,843309,2,7,3650,0,23,1991
1278000,4,4,4390,17832,1,11,2430,1960,20,1994
720000,3,2.5,2880,10126,2,10,2880,0,29,1985
269950,2,1.75,1320,7540,1,7,1320,0,46,1968
810000,3,1.75,1980,13503,1,9,1320,660,62,1952
500000,3,2.5,1940,37565,1,8,1940,0,27,1987
1662000,4,2.75,3520,19200,1,9,1950,1570,63,1951
238950,2,1,810,4838,1,5,810,0,76,1938
760000,3,1.5,1170,7645,1,7,1170,0,59,1955
905000,4,3.5,2970,14486,2,9,2340,630,17,1997
710000,4,2.25,2000,8068,2,8,2000,0,38,1976
507950,4,2.5,2630,6283,2,9,2630,0,8,2006
915000,3,2.75,2800,9750,1,7,1400,1400,57,1957
387000,2,1.5,1010,948,3,8,1010,0,15,1999
600000,3,2.75,2080,16740,1,8,1580,500,48,1966
255000,3,2,1490,7599,1,7,1490,0,24,1990
472000,5,2,2030,9804,1,7,1110,920,51,1963
268000,5,2.5,2400,4564,2,7,2400,0,10,2004
700000,4,3.5,5360,25800,1,9,3270,2090,43,1971
839000,3,2.5,3200,203425,1,10,3200,0,14,2000
600000,4,3.25,4690,14930,2,10,3680,1010,19,1995
530000,3,2.25,2160,8114,1,8,1460,700,54,1960
593000,3,2.75,1830,1850,2,10,1690,140,3,2011
1300000,3,2.5,3350,7752,1,9,2180,1170,5,2009
279000,6,1.75,2240,11180,2,7,2240,0,59,1955
510000,4,2.5,2010,9075,1,8,1310,700,55,1959
539000,3,1.5,1460,5040,1,7,1100,360,43,1971
305000,4,2.5,2320,4683,2,7,2320,0,7,2007
895000,5,2.5,2550,20875,1,9,1610,940,61,1953
2050000,4,3,4280,18834,1,11,2180,2100,43,1971
435000,4,2.75,2160,8148,1,7,1410,750,36,1978
165000,3,1,1380,7334,1,7,980,400,33,1981
562000,3,2,3250,50529,2,8,3250,0,36,1978
475000,3,1.5,1640,2720,1.5,8,1640,0,85,1929
481000,4,1.75,1920,9500,1,7,1470,450,48,1966
217450,3,1,1040,5000,1,7,1040,0,55,1959
618000,4,2.25,2470,7350,1,7,1600,870,36,1978
600000,4,1.75,1810,7700,1,8,1390,420,37,1977
457500,3,1,1210,7636,1,7,1210,0,62,1952
252000,1,1,680,1638,1,6,680,0,104,1910
550000,3,3.5,2490,3582,2,8,1720,770,9,2005
637000,3,2.25,2200,7355,2,8,2200,0,28,1986
450000,3,2.25,1960,6500,2,8,1960,0,37,1977
475000,5,3.5,2780,3583,2,8,2180,600,9,2005
532000,5,3,3480,57499,1,8,2340,1140,38,1976
727000,4,3,3150,9703,2,9,3150,0,13,2001
463000,3,2.5,2190,17108,2,8,2190,0,23,1991
290000,5,2.5,2780,9652,1,8,1390,1390,47,1967
650000,3,1.75,2140,9484,1,7,1290,850,61,1953
242000,4,1,2240,7620,1,7,1120,1120,48,1966
711600,4,3,3580,9316,2.5,10,2370,1210,23,1991
850000,3,2,2470,8800,2,9,2470,0,53,1961
505000,2,3,2770,10800,1.5,8,1910,860,30,1984
289275,3,2,2860,24046,1,9,1700,1160,29,1985
266490,3,2.5,1810,4113,2,7,1810,0,10,2004
531000,2,3,1270,1175,2,8,1110,160,14,2000
360000,4,1,1460,3840,1.5,8,1340,120,86,1928
421000,3,2.5,1930,4505,1,7,1440,490,41,1973
650000,3,1.75,1840,2310,1,8,1140,700,100,1914
350000,3,2.25,1780,16290,2,8,1780,0,27,1987
485000,3,2.25,2900,35273,2,9,2900,0,28,1986
680000,3,3.5,3650,103672,1,10,2050,1600,3,2011
682000,5,2.75,2760,5000,2,9,2760,0,9,2005
615000,3,1.75,2220,7224,1,8,2040,180,39,1975
300000,3,2,1050,10072,1,7,1050,0,28,1986
385000,3,3.5,1900,4805,2,8,1560,340,15,1999
920000,4,2.5,3550,10233,2,9,3550,0,18,1996
267500,3,2.25,1860,12000,1,7,1860,0,38,1976
397000,3,2,1710,134489,1,7,1710,0,62,1952
3000000,3,3.5,4410,10756,2,11,3430,980,0,2014
285000,4,2.25,1830,8734,2,7,1830,0,23,1991
250000,3,1.75,1590,7560,1,7,1130,460,30,1984
1460000,4,3.5,4200,14353,2,12,3640,560,18,1996
839950,4,2.75,3010,7200,2,9,3010,0,0,2014
173250,3,1,990,12696,1.5,7,990,0,78,1936
675000,4,2.5,2390,5249,2,9,2390,0,8,2006
582000,4,3,1670,1189,3,8,1427,243,14,2000
685000,3,2.5,2370,4950,2,8,2370,0,11,2003
305000,2,2.5,1590,2656,2,7,1220,370,5,2009
355000,3,1.75,1870,8250,2,7,1870,0,58,1956
295500,3,2.5,1410,1332,2,7,960,450,0,2014
395000,4,2.5,2910,5000,2,8,2910,0,12,2002
964000,3,2.5,3630,9475,2,11,3630,0,15,1999
560000,3,3,4120,60392,2,9,3180,940,20,1994
206000,4,2,1720,7560,1,7,1720,0,55,1959
250000,4,2.25,1730,8400,1,7,1730,0,52,1962
655000,4,2.25,2060,8470,1,8,1440,620,31,1983
257000,3,2.5,1740,3721,2,8,1740,0,5,2009
273000,4,3,1990,6180,2,7,1990,0,24,1990
631625,4,2.5,2440,6651,2,9,2440,0,0,2014
550000,3,2.25,2090,8095,2,10,2090,0,26,1988
465000,2,1,1120,4000,1,7,1120,0,88,1926
485500,4,2.5,1800,4500,2,8,1800,0,15,1999
370000,3,1,1440,8287,1.5,7,1440,0,86,1928
260000,3,2,1630,8018,1,7,1630,0,11,2003
330000,3,2,2170,3978,1,7,1340,830,95,1919
410000,4,2,1970,10500,1,8,1820,150,53,1961
304000,3,1.75,1720,6000,1,7,1000,720,60,1954
204000,3,1,1040,7405,1,6,1040,0,43,1971
905000,4,2.75,2730,4268,2,9,2730,0,5,2009
205000,3,1,860,7467,1,6,860,0,70,1944
315000,3,2.5,1600,7982,2,8,1600,0,21,1993
637000,4,3.5,3080,118918,2,9,3080,0,6,2008
970000,4,1.75,4060,4000,2,10,2890,1170,61,1953
554990,3,2.5,2100,6092,2,8,2100,0,1,2013
368000,3,1.75,2120,11340,1,7,1060,1060,48,1966
379900,3,2,3110,44967,2,9,3020,90,15,1999
389950,3,2.25,1580,920,3,8,1580,0,-1,2015
505000,3,2.5,2100,5824,2,8,2100,0,15,1999
234550,3,1,1990,15375,1,7,1140,850,68,1946
315000,4,2,1210,4250,1,7,1210,0,73,1941
805000,4,2.5,3020,3600,2.5,9,3020,0,5,2009
775000,4,2.5,3220,38448,2,10,3220,0,21,1993
219950,2,1,990,6448,1,7,990,0,66,1948
422500,2,1,800,4046,1,7,800,0,74,1940
800000,5,2.5,3320,9024,2,9,3320,0,15,1999
220000,4,2,1700,8043,1,7,850,850,60,1954
399950,4,2.5,2350,5100,2,8,2350,0,11,2003
1175000,5,2.75,2560,5618,1.5,8,2220,340,91,1923
1900000,3,3.75,3150,8550,2,10,3150,0,7,2007
360000,3,1,1120,10500,1,7,1120,0,48,1966
1839900,4,3.25,4140,11007,2,10,4140,0,1,2013
759950,3,2.5,3100,23790,2,9,3100,0,12,2002
289200,3,2.25,1760,7023,2,7,1760,0,19,1995
221000,4,1.75,1540,7200,1,7,1260,280,48,1966
730000,5,1.75,2690,21357,1,7,1420,1270,62,1952
831500,5,2.5,4470,35124,2.5,11,4470,0,30,1984
358803,2,1,1040,5765,1,7,1040,0,70,1944
269500,4,2.25,1700,7056,2,7,1700,0,15,1999
999000,3,2.75,2830,505166,1,8,1830,1000,52,1962
830000,2,1.5,2130,35679,1,7,2130,0,51,1963
205000,3,2.25,1250,952,3,8,1250,0,6,2008
375000,2,2.25,1640,2240,2,8,1640,0,34,1980
1000000,3,1,1880,5450,1.5,8,1880,0,90,1924
339000,3,1,1100,4128,1,7,720,380,72,1942
280400,4,1.75,1730,7210,1,7,1010,720,46,1968
460000,3,2,2060,4437,1,7,1030,1030,85,1929
666570,4,2,2320,7400,1.5,7,1620,700,101,1913
170000,3,1,970,8710,1,6,970,0,52,1962
799950,3,3,2900,11769,2,10,2900,0,17,1997
405100,4,2,1580,7300,1,7,1580,0,59,1955
249500,3,1,1180,7200,1,7,1180,0,46,1968
470101,4,2.5,2320,7800,2,8,2320,0,28,1986
962800,4,2.5,3780,23623,2,9,3780,0,17,1997
505000,3,1.75,1240,4550,1.5,7,1240,0,63,1951
219950,3,1,1300,9620,1,7,1300,0,43,1971
373000,3,2.5,2990,6771,1,7,1550,1440,11,2003
360000,1,2.25,2060,10600,1.5,7,1560,500,87,1927
412500,3,1.75,1530,6300,1,6,1530,0,72,1942
207000,3,1.5,1460,11100,1,7,1460,0,58,1956
945000,4,2.5,2910,4680,1.5,9,1850,1060,77,1937
406000,4,1.5,1920,6000,2,7,1920,0,63,1951
505000,2,2.25,1060,1209,2,8,940,120,8,2006
672324,2,1.75,1600,5795,1.5,8,1600,0,74,1940
458400,4,2.5,1910,10300,1,8,1910,0,93,1921
490000,3,2.25,1620,1062,3,8,1620,0,0,2014
265950,3,2.5,1490,3840,2,7,1490,0,12,2002
619000,3,2.5,2040,7503,2,8,2040,0,27,1987
530000,3,2.75,2440,45738,2,8,1840,600,27,1987
248000,2,1,770,8600,1,4,770,0,100,1914
313000,2,1,1180,4900,1,6,1180,0,60,1954
590000,3,2.5,2290,4203,2,9,2290,0,13,2001
419950,3,2.5,3120,6000,2,9,3120,0,7,2007
185000,5,1.75,1990,27810,1,7,1990,0,59,1955
425000,4,1.5,2290,8773,1,7,1330,960,67,1947
611000,2,1,1270,5100,1,7,1100,170,114,1900
785000,3,3.5,4500,21870,2,10,4500,0,10,2004
275000,4,1.5,1610,6923,1,6,1010,600,45,1969
227000,2,1,1040,9100,1,7,1040,0,77,1937
295000,3,2,1760,6092,1,7,1760,0,16,1998
640000,4,2,2310,31850,1.5,8,2310,0,30,1984
504975,2,2.5,1900,4871,2,8,1900,0,9,2005
405000,3,2,1640,7201,1,8,1640,0,66,1948
556300,4,2.5,2030,7140,1,7,1400,630,46,1968
279200,1,1,640,6350,1,5,640,0,75,1939
445000,3,2,1540,67953,1,7,1540,0,17,1997
470000,4,2.5,2470,8536,2,8,2470,0,12,2002
744000,4,3,1980,5352,2.5,8,1980,0,73,1941
452000,2,1,1340,8100,1,8,1340,0,64,1950
229000,4,1,1320,5000,1.5,7,1320,0,86,1928
500000,2,2.5,1310,1500,2,8,1160,150,8,2006
253000,3,2,1290,7372,1,7,1290,0,24,1990
199950,3,1,1010,7245,1,7,1010,0,45,1969
471000,2,1,840,5100,1,7,840,0,65,1949
605000,3,3,1760,2114,2,7,1400,360,6,2008
750000,5,3.5,2980,5809,2,8,2980,0,9,2005
395000,2,2,1960,4018,1,7,980,980,64,1950
205000,3,1,1610,8579,1,7,1010,600,52,1962
895000,3,2,2160,105415,1,10,2160,0,23,1991
370037,2,1,1250,9270,1,7,1250,0,66,1948
3200000,7,4.5,6210,8856,2.5,11,4760,1450,104,1910
599900,3,3,3030,35123,2,8,1760,1270,30,1984
501000,3,1.75,1970,7972,1,8,1370,600,38,1976
300000,3,2,1480,6698,1,7,1080,400,35,1979
239950,4,1,1460,6000,1,7,730,730,73,1941
425000,3,1.75,2120,5992,1,7,1060,1060,67,1947
268950,3,1,1320,8100,1,6,880,440,71,1943
285000,4,1.75,1440,6720,1,6,720,720,60,1954
1565000,4,2.75,2810,8570,2,10,2810,0,21,1993
1052000,3,1,1860,44431,1,6,1860,0,67,1947
479900,3,2,1980,12150,1,9,1980,0,20,1994
431000,3,1.75,1660,12865,1,7,1660,0,47,1967
315275,3,1.75,1440,8040,1,7,960,480,63,1951
690000,3,2.5,1300,5150,1.5,7,1300,0,94,1920
275000,4,2,1720,5472,1,6,860,860,91,1923
626000,4,1.75,1350,9293,1,7,1350,0,60,1954
889000,4,3.5,4070,10976,2,10,4070,0,10,2004
500000,3,2.5,2270,5654,2,8,2270,0,15,1999
242500,3,1,940,7380,1,6,940,0,55,1959
